step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
40,CASH_IN,131992.79,C1270823724,1299107.08,1431099.87,C447251541,813511.91,681519.11,0.0,0.0
43,CASH_IN,72350.72,C1306472932,45721.0,118071.72,C979387846,2812925.64,2623377.05,0.0,0.0
37,PAYMENT,27279.81,C294159961,0.0,0.0,M288985236,0.0,0.0,0.0,0.0
21,CASH_OUT,41711.89,C1272757031,20976.0,0.0,C1985485295,388058.11,429769.99,0.0,0.0
38,CASH_OUT,348816.21,C1903585091,428.0,0.0,C1815064958,0.0,348816.21,0.0,0.0
16,CASH_IN,41436.54,C1149921642,9194894.54,9236331.09,C1775357721,72999.6,31563.05,0.0,0.0
22,PAYMENT,17272.42,C400348285,1744.0,0.0,M1089520648,0.0,0.0,0.0,0.0
38,PAYMENT,7125.07,C2018816873,589919.89,582794.81,M916099249,0.0,0.0,0.0,0.0
15,CASH_IN,299379.65,C172086220,32667.0,332046.65,C2033049104,454055.9,154676.25,0.0,0.0
11,PAYMENT,20430.92,C646575083,2751.0,0.0,M857187685,0.0,0.0,0.0,0.0
9,CASH_IN,103736.72,C997962393,945233.38,1048970.1,C906314725,1712521.47,2568051.9,0.0,0.0
14,PAYMENT,1552.82,C1408918884,1479531.31,1477978.49,M1373425338,0.0,0.0,0.0,0.0
35,PAYMENT,36109.39,C727189287,0.0,0.0,M1629477222,0.0,0.0,0.0,0.0
19,PAYMENT,5080.07,C290018202,88709.59,83629.52,M10531829,0.0,0.0,0.0,0.0
13,PAYMENT,32550.48,C378509453,230619.0,198068.52,M2000827524,0.0,0.0,0.0,0.0
11,CASH_IN,129810.63,C1337054352,7329469.21,7459279.83,C131873960,399246.22,269435.59,0.0,0.0
34,CASH_OUT,144398.46,C1292523363,65607.05,0.0,C1700646084,3059896.2,3548509.13,0.0,0.0
12,CASH_IN,386156.86,C1804335890,414.0,386570.86,C1289086092,680037.08,293880.21,0.0,0.0
42,CASH_OUT,258334.25,C1679770389,52293.0,0.0,C1007359685,174427.8,432762.04,0.0,0.0
10,TRANSFER,441136.31,C886087898,0.0,0.0,C1066975877,2823083.34,2898084.08,0.0,0.0
35,PAYMENT,27867.47,C719018022,6072.0,0.0,M1917337247,0.0,0.0,0.0,0.0
33,CASH_IN,35332.09,C1781230897,697826.72,733158.81,C1510980900,19327488.85,19292156.76,0.0,0.0
17,PAYMENT,8531.96,C1951197950,0.0,0.0,M724884232,0.0,0.0,0.0,0.0
43,TRANSFER,652910.12,C1466943560,0.0,0.0,C879842,2381624.92,3034535.04,0.0,0.0
33,PAYMENT,11172.52,C2073287913,52764.0,41591.48,M1668337890,0.0,0.0,0.0,0.0
34,PAYMENT,20886.17,C1140995581,23687.66,2801.49,M2124265716,0.0,0.0,0.0,0.0
33,CASH_OUT,27197.55,C1591394006,645.0,0.0,C188176794,2390958.94,2418156.49,0.0,0.0
21,CASH_IN,319292.61,C321795465,11796015.47,12115308.08,C1745052337,2372679.05,2053386.44,0.0,0.0
33,CASH_IN,365608.37,C590194193,230.0,365838.37,C1926031086,0.0,0.0,0.0,0.0
11,CASH_OUT,204937.6,C264562042,20938.0,0.0,C2069426193,232678.51,0.0,0.0,0.0
37,PAYMENT,9867.3,C1191046229,0.0,0.0,M1268749104,0.0,0.0,0.0,0.0
9,CASH_OUT,408211.26,C1901587200,1093.0,0.0,C189858515,38070.0,359201.99,0.0,0.0
36,TRANSFER,164645.1,C123667917,30907.0,0.0,C1380798370,1589187.95,2122665.92,0.0,0.0
6,CASH_IN,352360.67,C1530663374,5502122.89,5854483.56,C665576141,6154429.81,6465767.14,0.0,0.0
40,CASH_OUT,309394.14,C1868060725,61438.0,0.0,C1376741437,0.0,346166.65,0.0,0.0
15,CASH_OUT,292870.11,C420911838,7662.3,0.0,C1378215782,1550421.71,1843291.81,0.0,0.0
43,CASH_IN,185086.03,C236265297,765386.42,950472.45,C857967408,366437.49,181351.45,0.0,0.0
12,CASH_IN,155082.24,C631541855,114166.0,269248.24,C1242503746,0.0,0.0,0.0,0.0
16,CASH_IN,291741.65,C624087296,11279154.15,11570895.8,C1475909248,394064.2,102322.55,0.0,0.0
23,TRANSFER,374340.47,C1417779473,21849.0,0.0,C643352510,26659.73,402107.17,0.0,0.0
43,CASH_OUT,227240.53,C1332722400,0.0,0.0,C854318783,1100109.24,1405901.38,0.0,0.0
44,PAYMENT,7448.3,C351710466,0.0,0.0,M751300265,0.0,0.0,0.0,0.0
11,PAYMENT,12359.99,C866756341,0.0,0.0,M1468399398,0.0,0.0,0.0,0.0
41,CASH_OUT,188973.68,C459122445,0.0,0.0,C756510599,2424088.0,2315179.52,0.0,0.0
36,PAYMENT,8194.48,C1815160053,55696.0,47501.52,M1238607447,0.0,0.0,0.0,0.0
18,PAYMENT,18477.17,C727967961,581.0,0.0,M427773987,0.0,0.0,0.0,0.0
36,PAYMENT,26941.47,C2017915984,14811.0,0.0,M388134007,0.0,0.0,0.0,0.0
36,CASH_IN,46668.04,C1101696378,1716230.9,1762898.94,C727708879,4106428.85,5635202.41,0.0,0.0
17,CASH_OUT,15708.84,C432552101,290470.25,274761.41,C877878184,2007199.54,2022908.38,0.0,0.0
6,DEBIT,4599.02,C1009383102,21173.0,16573.98,C701279123,5008.0,0.0,0.0,0.0
4,CASH_OUT,86070.17,C1699873763,86070.17,0.0,C560041895,0.0,86070.17,1.0,0.0
9,CASH_IN,77611.13,C701508258,1210100.26,1287711.39,C899455803,745004.02,1101277.75,0.0,0.0
16,PAYMENT,19280.81,C1398814,91923.0,72642.19,M1087657905,0.0,0.0,0.0,0.0
40,CASH_OUT,175669.34,C1983963939,79399.0,0.0,C1247909330,35902.4,211571.74,0.0,0.0
10,PAYMENT,19642.09,C758204891,0.0,0.0,M1984137331,0.0,0.0,0.0,0.0
41,CASH_OUT,490831.35,C1435447883,0.0,0.0,C1468740016,2638901.57,3129732.91,0.0,0.0
19,PAYMENT,1101.18,C708962640,31773.0,30671.82,M837984523,0.0,0.0,0.0,0.0
43,PAYMENT,16798.43,C324756127,0.0,0.0,M1482436194,0.0,0.0,0.0,0.0
16,CASH_IN,486134.73,C1535878734,10082724.06,10568858.79,C220139610,1424406.82,510813.49,0.0,0.0
14,PAYMENT,18518.04,C400536290,44292.79,25774.74,M112900604,0.0,0.0,0.0,0.0
41,CASH_OUT,191979.41,C689554983,62101.0,0.0,C1110820621,506675.82,698655.23,0.0,0.0
18,CASH_OUT,314090.04,C1835288924,103793.38,0.0,C39442258,219357.88,533447.92,0.0,0.0
17,CASH_OUT,80911.41,C1828230843,0.0,0.0,C1101481055,2770121.13,2507064.52,0.0,0.0
35,PAYMENT,16127.45,C1047903429,0.0,0.0,M1839368313,0.0,0.0,0.0,0.0
14,PAYMENT,84.34,C1818704078,113363.95,113279.61,M2112855982,0.0,0.0,0.0,0.0
41,PAYMENT,6240.07,C1499097033,8636.08,2396.01,M1285169211,0.0,0.0,0.0,0.0
9,CASH_OUT,161338.7,C1084859808,2187050.02,2025711.32,C1031639563,7341409.9,8848194.11,0.0,0.0
38,PAYMENT,6763.64,C1980030764,0.0,0.0,M1303131532,0.0,0.0,0.0,0.0
19,CASH_OUT,171443.12,C1359623224,0.0,0.0,C1510471341,683901.47,855344.59,0.0,0.0
16,TRANSFER,463611.43,C95931918,0.0,0.0,C1818375095,4084192.59,5009040.8,0.0,0.0
21,PAYMENT,7658.92,C189741953,4824.0,0.0,M1313111068,0.0,0.0,0.0,0.0
35,PAYMENT,27172.0,C1983450487,17891.0,0.0,M1625756145,0.0,0.0,0.0,0.0
18,CASH_IN,74193.8,C1526784145,2677937.8,2752131.59,C1029571381,114965.7,0.0,0.0,0.0
13,CASH_IN,211299.23,C2065036902,3833004.26,4044303.49,C1317189808,1308418.49,1193552.64,0.0,0.0
10,PAYMENT,19464.2,C1791201961,70248.0,50783.8,M1186155225,0.0,0.0,0.0,0.0
42,CASH_OUT,462667.86,C966170659,0.0,0.0,C1778618734,2055591.92,2518259.78,0.0,0.0
36,CASH_OUT,254906.0,C920604531,0.0,0.0,C1273788316,783386.7,1038292.7,0.0,0.0
9,PAYMENT,10900.74,C2048674521,48924.0,38023.26,M1030033170,0.0,0.0,0.0,0.0
12,CASH_OUT,81796.31,C509507121,0.0,0.0,C1328263070,654707.88,736504.19,0.0,0.0
18,CASH_OUT,118677.09,C992387909,102.0,0.0,C824208363,3269295.46,3387972.54,0.0,0.0
40,PAYMENT,5349.9,C1742883954,0.0,0.0,M1067766127,0.0,0.0,0.0,0.0
1,PAYMENT,2918.83,C456785282,158.0,0.0,M1043317832,0.0,0.0,0.0,0.0
23,CASH_OUT,281982.91,C273814575,0.0,0.0,C491744285,3283206.37,3565189.28,0.0,0.0
38,CASH_OUT,315135.02,C1460583900,21787.0,0.0,C1601088633,158616.09,473751.11,0.0,0.0
18,CASH_IN,227942.03,C1489323849,145.0,228087.03,C966783620,65649.01,0.0,0.0,0.0
43,PAYMENT,4258.14,C43716496,51532.0,47273.86,M1412058985,0.0,0.0,0.0,0.0
38,TRANSFER,402325.63,C832930492,229014.0,0.0,C826920522,604351.85,1006677.48,0.0,0.0
14,PAYMENT,15044.2,C170772148,0.0,0.0,M1633830915,0.0,0.0,0.0,0.0
13,CASH_IN,261244.24,C1943073402,1069585.35,1330829.59,C1799068185,377574.75,143680.27,0.0,0.0
35,PAYMENT,1543.19,C788633109,10934.0,9390.81,M1591806323,0.0,0.0,0.0,0.0
11,PAYMENT,15675.01,C1203764281,35747.73,20072.72,M1149573881,0.0,0.0,0.0,0.0
9,PAYMENT,21361.74,C2016840059,29074.49,7712.75,M1493515182,0.0,0.0,0.0,0.0
37,TRANSFER,1099238.39,C256989836,164117.84,0.0,C1543348378,1439495.23,2538733.61,0.0,0.0
19,PAYMENT,1934.2,C366146011,52373.76,50439.56,M1487212051,0.0,0.0,0.0,0.0
11,CASH_OUT,402124.71,C1010484585,20621.0,0.0,C793305966,8154109.29,8576337.56,0.0,0.0
13,TRANSFER,1191095.65,C1392394783,0.0,0.0,C1174600239,2109170.04,3300265.69,0.0,0.0
44,DEBIT,2542.86,C251428491,33016.0,30473.14,C756845508,1317419.33,1319962.19,0.0,0.0
10,CASH_OUT,243200.65,C1721089036,0.0,0.0,C1824268153,437589.85,680790.51,0.0,0.0
14,CASH_OUT,96383.21,C24446988,0.0,0.0,C2039019219,1341991.4,1837137.74,0.0,0.0
19,CASH_OUT,224878.41,C1621465094,33.0,0.0,C263699953,375423.89,709672.42,0.0,0.0
37,TRANSFER,103890.38,C1154333707,0.0,0.0,C1511480115,404280.19,508170.57,0.0,0.0
13,PAYMENT,15999.81,C236658721,106357.0,90357.19,M377519595,0.0,0.0,0.0,0.0
40,PAYMENT,16412.63,C946264662,25480.0,9067.37,M1903211213,0.0,0.0,0.0,0.0
44,PAYMENT,28169.12,C1354766958,63300.07,35130.95,M1614009936,0.0,0.0,0.0,0.0
17,CASH_IN,226002.19,C44512364,4191493.55,4417495.74,C1722883468,2289255.51,2063253.31,0.0,0.0
8,PAYMENT,9023.93,C980706773,213.0,0.0,M1794020922,0.0,0.0,0.0,0.0
34,TRANSFER,1070700.12,C1354276380,12195.0,0.0,C719750636,0.0,1070700.12,0.0,0.0
34,CASH_OUT,8266.82,C755462977,23098.0,14831.18,C1417905163,0.0,8266.82,0.0,0.0
9,CASH_IN,56973.7,C399609590,5625.0,62598.7,C643658493,3492568.71,3722919.48,0.0,0.0
20,CASH_OUT,158601.49,C1535919117,50849.0,0.0,C963441242,0.0,158601.49,0.0,0.0
43,CASH_OUT,109639.21,C1700956981,605468.0,495828.79,C291582503,0.0,109639.21,0.0,0.0
16,TRANSFER,1610476.77,C1957235736,0.0,0.0,C899455803,5380778.41,7688042.6,0.0,0.0
12,PAYMENT,8098.02,C489814569,286436.0,278337.98,M1931981753,0.0,0.0,0.0,0.0
43,CASH_OUT,200612.94,C57239790,0.0,0.0,C1833053127,1403353.74,1814722.25,0.0,0.0
18,PAYMENT,19701.91,C1655014995,274127.24,254425.33,M26940178,0.0,0.0,0.0,0.0
37,PAYMENT,10886.02,C1747402896,63995.01,53108.99,M1605989018,0.0,0.0,0.0,0.0
36,PAYMENT,26594.08,C146139973,29841.0,3246.92,M1259894750,0.0,0.0,0.0,0.0
33,CASH_OUT,122618.86,C1778594334,3987.89,0.0,C1644659158,3871409.42,3994028.28,0.0,0.0
16,CASH_OUT,62148.75,C659821787,0.0,0.0,C363527392,268384.78,225815.98,0.0,0.0
34,CASH_OUT,226788.74,C1043861936,1518.0,0.0,C927907731,0.0,226788.74,0.0,0.0
9,PAYMENT,788.56,C1390271788,0.0,0.0,M1730745986,0.0,0.0,0.0,0.0
14,PAYMENT,21584.72,C1123175259,0.0,0.0,M1893082655,0.0,0.0,0.0,0.0
43,PAYMENT,39652.71,C1335179063,299234.0,259581.29,M595303144,0.0,0.0,0.0,0.0
14,CASH_IN,108887.05,C1011952099,1002216.29,1111103.34,C1697593996,200678.09,91791.05,0.0,0.0
16,TRANSFER,603489.4,C392271166,0.0,0.0,C1658297168,1709772.96,2636059.12,0.0,0.0
42,CASH_IN,210889.76,C602917399,10962.0,221851.76,C1046459309,6448988.93,6238099.17,0.0,0.0
19,CASH_IN,134196.41,C1368558112,4188784.39,4322980.8,C1443725792,2918804.88,2653220.68,0.0,0.0
1,CASH_IN,10266.7,C1306794745,3799476.47,3809743.17,C1256728724,104323.0,69756.86,0.0,0.0
19,CASH_IN,100862.47,C683765429,1743613.38,1844475.85,C1566104011,405609.05,304746.58,0.0,0.0
18,CASH_IN,112905.62,C2115303229,134180.0,247085.62,C233062355,2245259.16,2132353.54,0.0,0.0
20,CASH_OUT,115790.84,C1565547647,0.0,0.0,C1623752110,768008.53,883799.37,0.0,0.0
19,PAYMENT,10501.73,C1678153490,127008.78,116507.05,M319864767,0.0,0.0,0.0,0.0
38,CASH_OUT,190182.18,C1313689044,0.0,0.0,C786116491,2072518.13,2262700.31,0.0,0.0
19,PAYMENT,4882.85,C716395319,0.0,0.0,M1520552955,0.0,0.0,0.0,0.0
41,PAYMENT,2110.72,C265407441,5392.43,3281.72,M810061740,0.0,0.0,0.0,0.0
34,CASH_OUT,509859.37,C431220822,9063.0,0.0,C526431225,0.0,896882.43,0.0,0.0
16,TRANSFER,428801.38,C673022634,0.0,0.0,C2013268980,3376931.36,3439735.03,0.0,0.0
11,TRANSFER,1066016.19,C779584384,169141.96,0.0,C1062650008,2280463.41,3508524.31,0.0,0.0
12,CASH_OUT,7078.6,C1210366659,0.0,0.0,C1174287796,32779.41,39858.01,0.0,0.0
36,CASH_OUT,61304.79,C1413899369,0.0,0.0,C1540720037,10122710.26,10377352.05,0.0,0.0
42,CASH_IN,231577.21,C1222525104,675568.9,907146.11,C1701884534,3095266.99,2863689.78,0.0,0.0
36,PAYMENT,4444.0,C955412798,178.0,0.0,M675499532,0.0,0.0,0.0,0.0
44,CASH_IN,267415.93,C1649947240,10413.0,277828.93,C360746389,2379786.45,2112370.53,0.0,0.0
17,CASH_OUT,295832.09,C1190182536,0.0,0.0,C2051036439,407777.08,962374.94,0.0,0.0
23,PAYMENT,5576.56,C509640333,161.0,0.0,M596606331,0.0,0.0,0.0,0.0
18,CASH_OUT,112781.92,C668927345,1103.0,0.0,C1781221301,264164.83,376946.75,0.0,0.0
17,PAYMENT,7391.22,C244336670,223184.0,215792.78,M699139517,0.0,0.0,0.0,0.0
9,CASH_OUT,113201.02,C661718109,0.0,0.0,C426416592,4078844.5,7544429.95,0.0,0.0
41,PAYMENT,6559.0,C999014667,0.0,0.0,M1536032063,0.0,0.0,0.0,0.0
36,CASH_IN,98030.33,C161559480,2922181.91,3020212.24,C1576053316,773426.51,675396.19,0.0,0.0
17,CASH_IN,244023.19,C71610857,2966310.17,3210333.36,C892641169,3371186.62,2658964.97,0.0,0.0
11,CASH_OUT,41018.35,C530116834,25527.0,0.0,C1314181319,0.0,0.0,0.0,0.0
33,CASH_OUT,3783.56,C1323038034,0.0,0.0,C1418294358,105127.38,108910.94,0.0,0.0
12,CASH_IN,367612.25,C2088223180,1445009.16,1812621.41,C1040856959,555153.04,74093.36,0.0,0.0
40,PAYMENT,6732.77,C1272556535,5078.02,0.0,M2143136854,0.0,0.0,0.0,0.0
34,CASH_IN,149458.78,C1533463523,39008.0,188466.78,C1530599362,22420.0,0.0,0.0,0.0
37,CASH_IN,163535.44,C1337870218,3082920.59,3246456.03,C451008973,1138788.54,975253.09,0.0,0.0
9,CASH_IN,438472.65,C1515127038,2862965.14,3301437.79,C1517552713,1364413.53,478070.03,0.0,0.0
41,PAYMENT,1634.16,C1862582824,0.0,0.0,M916262308,0.0,0.0,0.0,0.0
10,CASH_IN,262266.8,C2053606523,15903.0,278169.8,C1948471365,7110022.76,6847755.96,0.0,0.0
40,CASH_OUT,159529.07,C1749838236,594.0,0.0,C1955298108,42488.15,202017.22,0.0,0.0
17,CASH_IN,20526.32,C1876338092,45945.0,66471.32,C2045461917,85490.0,64963.68,0.0,0.0
42,PAYMENT,3031.36,C1352615466,62343.09,59311.73,M1020044309,0.0,0.0,0.0,0.0
15,CASH_IN,764246.28,C1551005730,894.0,765140.28,C1987752935,29213.0,339552.11,0.0,0.0
39,CASH_OUT,341357.81,C1180310949,199711.0,0.0,C245662537,78606.8,453674.22,0.0,0.0
19,PAYMENT,9413.85,C27043189,119572.67,110158.82,M2023149609,0.0,0.0,0.0,0.0
17,PAYMENT,3265.37,C1277362734,0.0,0.0,M1900798448,0.0,0.0,0.0,0.0
43,PAYMENT,1401.06,C1929554514,1544616.28,1543215.23,M1870798324,0.0,0.0,0.0,0.0
15,CASH_OUT,144423.94,C913009161,72748.0,0.0,C1337416387,1350218.53,1326026.03,0.0,0.0
8,CASH_IN,315631.16,C450112435,15683754.32,15999385.48,C1092318644,2281584.29,2525331.77,0.0,0.0
11,CASH_OUT,96889.97,C1154963596,0.0,0.0,C189856885,131852.5,272398.17,0.0,0.0
10,PAYMENT,1978.89,C1506035418,0.0,0.0,M1333502600,0.0,0.0,0.0,0.0
21,PAYMENT,4843.17,C505902748,30245.0,25401.83,M26072094,0.0,0.0,0.0,0.0
20,TRANSFER,787260.39,C995084543,14545.0,0.0,C546742032,278423.46,748453.39,0.0,0.0
36,PAYMENT,120.2,C737106568,0.0,0.0,M638370153,0.0,0.0,0.0,0.0
18,PAYMENT,14932.54,C1630983338,120765.46,105832.92,M1577295033,0.0,0.0,0.0,0.0
19,CASH_OUT,54379.86,C2145359192,0.0,0.0,C2055131296,115888.33,170268.19,0.0,0.0
3,PAYMENT,13021.44,C293618119,150192.94,137171.5,M170611939,0.0,0.0,0.0,0.0
23,CASH_OUT,128622.86,C1564773724,220649.0,92026.14,C660530408,273856.48,402479.34,0.0,0.0
34,CASH_OUT,82795.67,C786709768,112964.0,30168.33,C874257063,0.0,82795.67,0.0,0.0
9,PAYMENT,2916.99,C1857221588,7932.0,5015.01,M1504061341,0.0,0.0,0.0,0.0
20,TRANSFER,469239.34,C2106531280,29480.0,0.0,C1287304392,0.0,469239.34,0.0,0.0
43,CASH_IN,432785.69,C1386836489,77355.0,510140.69,C24139686,0.0,0.0,0.0,0.0
11,TRANSFER,1532426.75,C634797421,0.0,0.0,C388583042,1870058.01,3402484.76,0.0,0.0
21,PAYMENT,14311.78,C977164778,0.0,0.0,M527104584,0.0,0.0,0.0,0.0
13,CASH_OUT,144095.71,C843383189,60671.0,0.0,C285527187,2866549.96,3010645.67,0.0,0.0
42,CASH_OUT,68636.16,C72621985,0.0,0.0,C831593250,99284.59,167920.75,0.0,0.0
9,PAYMENT,4033.95,C346395572,0.0,0.0,M660723709,0.0,0.0,0.0,0.0
40,CASH_IN,84033.52,C1051042744,974163.93,1058197.45,C1968105009,3169693.82,3085660.3,0.0,0.0
36,CASH_OUT,51013.89,C1507636234,0.0,0.0,C400208446,72570.0,123583.89,0.0,0.0
11,CASH_IN,203818.42,C1045027116,30738.0,234556.42,C826409348,212712.7,8894.29,0.0,0.0
42,PAYMENT,26062.81,C1040447044,2387.95,0.0,M2139897507,0.0,0.0,0.0,0.0
39,PAYMENT,14753.52,C732890688,191083.49,176329.98,M575840236,0.0,0.0,0.0,0.0
42,CASH_IN,66625.93,C949360613,86132.89,152758.82,C1314676285,6020106.13,5953480.2,0.0,0.0
15,TRANSFER,945461.25,C89224386,0.0,0.0,C850892635,1178195.98,1871549.99,0.0,0.0
20,CASH_IN,18939.82,C665218495,777680.23,796620.05,C1564045599,3900741.3,3881801.47,0.0,0.0
17,CASH_OUT,149967.58,C1703188058,0.0,0.0,C1384323933,339141.79,599764.93,0.0,0.0
41,CASH_IN,47545.07,C912923676,851766.38,899311.46,C325418292,3584660.56,3419535.86,0.0,0.0
20,TRANSFER,1183209.71,C1645259016,0.0,0.0,C1124682607,1187144.02,2370353.72,0.0,0.0
33,PAYMENT,12931.05,C722282841,0.0,0.0,M432647168,0.0,0.0,0.0,0.0
40,CASH_OUT,25106.3,C377602383,0.0,0.0,C1561050658,228622.07,253728.36,0.0,0.0
14,CASH_OUT,88334.58,C1530004374,0.0,0.0,C1296863990,510185.02,567811.43,0.0,0.0
33,CASH_OUT,448897.73,C2128641956,0.0,0.0,C1683003443,8735002.22,9183899.95,0.0,0.0
36,PAYMENT,55816.89,C649199832,94796.0,38979.11,M1734842385,0.0,0.0,0.0,0.0
10,TRANSFER,427224.18,C578839086,0.0,0.0,C146305349,4670739.17,8355558.31,0.0,0.0
38,CASH_OUT,8263.32,C1443551446,0.0,0.0,C904672772,6383088.7,6391352.02,0.0,0.0
43,CASH_OUT,155254.93,C334494293,1250.0,0.0,C367771917,103084.51,258339.43,0.0,0.0
40,PAYMENT,318.13,C1137658097,200049.0,199730.87,M1430144578,0.0,0.0,0.0,0.0
18,PAYMENT,25817.05,C862036926,319081.07,293264.03,M681965089,0.0,0.0,0.0,0.0
42,PAYMENT,20.01,C1107378560,0.0,0.0,M570194760,0.0,0.0,0.0,0.0
15,CASH_OUT,353827.85,C1448911340,9508.0,0.0,C336384697,21876.0,1086833.89,0.0,0.0
38,PAYMENT,13189.51,C1170637025,10597.0,0.0,M1000625939,0.0,0.0,0.0,0.0
37,CASH_OUT,180970.88,C2006440330,0.0,0.0,C1715246090,994413.38,1175384.25,0.0,0.0
20,PAYMENT,951.47,C2035108833,29456.09,28504.62,M1946555699,0.0,0.0,0.0,0.0
14,PAYMENT,15976.66,C679486827,52230.12,36253.46,M853684088,0.0,0.0,0.0,0.0
38,CASH_OUT,175842.34,C2002451265,0.0,0.0,C1275981046,652457.92,828300.26,0.0,0.0
21,CASH_IN,22345.74,C1762765581,24044.0,46389.74,C776445784,2241039.35,2218693.61,0.0,0.0
42,CASH_OUT,483471.91,C1537639360,744714.0,261242.09,C2094188474,0.0,483471.91,0.0,0.0
38,CASH_OUT,31093.17,C948337301,0.0,0.0,C35750747,2721541.7,2752634.87,0.0,0.0
9,PAYMENT,5132.06,C604987091,150054.07,144922.01,M1088400910,0.0,0.0,0.0,0.0
19,PAYMENT,7710.96,C127452596,0.0,0.0,M1771013650,0.0,0.0,0.0,0.0
20,CASH_OUT,103158.53,C1734234222,0.0,0.0,C936269406,129590.6,232749.13,0.0,0.0
12,CASH_OUT,238591.45,C522781031,0.0,0.0,C1058833089,350189.12,588780.57,0.0,0.0
15,CASH_IN,785898.21,C1072940273,607.0,786505.21,C1244200882,0.0,0.0,0.0,0.0
38,CASH_OUT,143541.76,C1326128170,0.0,0.0,C2010495538,4219833.64,4363375.4,0.0,0.0
34,CASH_IN,13962.93,C847487563,1959599.11,1973562.04,C1436916426,791856.02,870714.57,0.0,0.0
36,CASH_OUT,94108.99,C1367478423,0.0,0.0,C916059355,2287760.13,2381869.12,0.0,0.0
9,PAYMENT,5828.31,C1891751825,107695.0,101866.69,M2028381603,0.0,0.0,0.0,0.0
12,CASH_OUT,391327.14,C773989044,27204.0,0.0,C325100308,0.0,234512.32,0.0,0.0
16,CASH_OUT,155028.99,C1856668471,0.0,0.0,C998304407,327211.31,482240.31,0.0,0.0
20,CASH_OUT,3935.43,C860684164,0.0,0.0,C759887898,12453.44,16388.87,0.0,0.0
19,CASH_IN,163939.64,C764260894,5975167.5,6139107.14,C392424605,5605055.18,5441115.54,0.0,0.0
15,CASH_OUT,34275.9,C1297557347,0.0,0.0,C392292416,9308650.24,9322719.27,0.0,0.0
11,CASH_OUT,290686.32,C1092512497,0.0,0.0,C203577234,7180404.98,7471091.31,0.0,0.0
43,CASH_OUT,345586.84,C1867885485,5844.0,0.0,C1169803709,59769.43,405356.27,0.0,0.0
10,PAYMENT,31655.36,C239440972,11431.0,0.0,M1788884648,0.0,0.0,0.0,0.0
9,PAYMENT,12438.53,C1902749559,251603.76,239165.23,M944714027,0.0,0.0,0.0,0.0
19,CASH_OUT,66616.97,C340556900,0.0,0.0,C1144019592,546204.84,421494.48,0.0,0.0
9,TRANSFER,251889.33,C933076814,0.0,0.0,C363330984,1131739.03,1383628.36,0.0,0.0
40,PAYMENT,17867.5,C658120791,147149.77,129282.27,M1437507576,0.0,0.0,0.0,0.0
17,PAYMENT,9144.91,C869236617,259549.0,250404.09,M1657406145,0.0,0.0,0.0,0.0
17,CASH_OUT,15167.51,C199980394,0.0,0.0,C1595052211,1083435.71,1098603.22,0.0,0.0
38,CASH_IN,235228.04,C2129718732,24164109.18,24399337.22,C708417406,700997.69,465769.65,0.0,0.0
16,CASH_IN,232620.8,C1743231608,7248099.42,7480720.22,C843594821,340856.94,149375.23,0.0,0.0
43,CASH_IN,104912.33,C1686366459,11113445.92,11218358.25,C1625953672,201623.55,96711.22,0.0,0.0
37,CASH_IN,102696.78,C1060215657,1454828.86,1557525.64,C334186162,416691.42,313994.63,0.0,0.0
8,PAYMENT,4757.01,C1589838747,11849.0,7091.99,M2534619,0.0,0.0,0.0,0.0
14,CASH_IN,143093.23,C1505982990,11866330.01,12009423.24,C6075117,3734932.49,3591839.26,0.0,0.0
44,CASH_IN,269362.32,C1612108800,3851465.07,4120827.39,C787395671,2620564.77,2760783.83,0.0,0.0
39,CASH_IN,129326.39,C734066061,1986462.77,2115789.16,C1098185904,559253.64,429927.25,0.0,0.0
14,CASH_IN,40451.65,C2085832613,14853338.46,14893790.1,C757176724,229682.8,189231.15,0.0,0.0
12,CASH_OUT,20527.93,C1831238416,20080.0,0.0,C1849844563,0.0,20527.93,0.0,0.0
38,PAYMENT,9546.14,C1052942594,39921.0,30374.86,M2117925252,0.0,0.0,0.0,0.0
19,PAYMENT,3776.77,C1773045974,143064.06,139287.29,M65114901,0.0,0.0,0.0,0.0
14,CASH_OUT,299535.27,C628881841,599944.0,300408.73,C1932062101,1146631.74,1998958.22,0.0,0.0
44,PAYMENT,10698.98,C1674469197,31205.0,20506.02,M1967869139,0.0,0.0,0.0,0.0
37,PAYMENT,7741.84,C480608415,37305.0,29563.16,M659327240,0.0,0.0,0.0,0.0
43,CASH_OUT,186907.33,C385506666,29576.0,0.0,C739581894,204261.74,391169.07,0.0,0.0
11,PAYMENT,534.51,C1653640153,178319.0,177784.49,M162244344,0.0,0.0,0.0,0.0
8,PAYMENT,665.1,C1909028740,7765.0,7099.9,M145341893,0.0,0.0,0.0,0.0
14,CASH_OUT,250487.59,C830240454,0.0,0.0,C419871673,812043.51,1398914.13,0.0,0.0
19,CASH_OUT,168936.04,C1142446725,476.0,0.0,C649602483,564840.88,733776.92,0.0,0.0
18,CASH_IN,75229.94,C1192824453,19863.0,95092.94,C688783203,4672.0,0.0,0.0,0.0
18,CASH_IN,295469.69,C1426412685,178283.0,473752.69,C1031639563,13078895.86,16426499.43,0.0,0.0
